TOKEN_ID,TOKEN_NAME,IMAGE,TOKEN_URI,DNA,Hair,Clothing,Jewelry,Mouth,Type,Type,Eye Color,Facial Feature,Eyewear,Accessories,Back,Helmet
947,CloneX #947,https://clonex-assets.rtfkt.com/images/947.png,https://clonex-assets.rtfkt.com/947,Human,WHT Turban,CAMO PFA JCKT,,,,,YLLW,BIRTHMRK,,,,
946,CloneX #946,https://clonex-assets.rtfkt.com/images/946.png,https://clonex-assets.rtfkt.com/946,Human,BLU Shape Up,GRDNT PFA JCKT,,,,,BLU CRYSTL,,,,,
973,CloneX #973,https://clonex-assets.rtfkt.com/images/973.png,https://clonex-assets.rtfkt.com/973,Human,WHT Unkept,THRML PFA JCKT,,Goatee,,,BLU,VSN TAT,,,,
957,CloneX #957,https://clonex-assets.rtfkt.com/images/957.png,https://clonex-assets.rtfkt.com/957,Human,Sound Wave,Space PFA JCKT,,Wise Fancy Mustache,,,PURP,VSN TAT,,,,
955,CloneX #955,https://clonex-assets.rtfkt.com/images/955.png,https://clonex-assets.rtfkt.com/955,Robot,GRN Shape Up,V2 BLCK SKL GRL,SLVR G-Link,,MK-BLCK,MK-BLCK,,,,,,
971,CloneX #971,https://clonex-assets.rtfkt.com/images/971.png,https://clonex-assets.rtfkt.com/971,Human,PNK Ponytail,SPACE TRIP Tee,S-HIRE G-Link,,MURAKAMI DRIP,MURAKAMI DRIP,PNK,SKULL WEBZ TAT,,,,
974,CloneX #974,https://clonex-assets.rtfkt.com/images/974.png,https://clonex-assets.rtfkt.com/974,Human,BLU Curtains,CLNX HOODIE,,MAD,STONED,STONED,BRWN,,3RD Eye,,,
956,CloneX #956,https://clonex-assets.rtfkt.com/images/956.png,https://clonex-assets.rtfkt.com/956,Human,BLND Curtains,BLCK PIN BKR JCKT,,,,,GRN,,Assault Glasses,,,
975,CloneX #975,https://clonex-assets.rtfkt.com/images/975.png,https://clonex-assets.rtfkt.com/975,Human,RD DRDZ,FRSH Shirt,,ROBO,,,BLU,TRi TAT,,,,
952,CloneX #952,https://clonex-assets.rtfkt.com/images/952.png,https://clonex-assets.rtfkt.com/952,Human,BLND Flower Wreath,JS Tee,,ICED GRILLS,,,BLCK Surprised,,,,,
966,CloneX #966,https://clonex-assets.rtfkt.com/images/966.png,https://clonex-assets.rtfkt.com/966,Human,BLCK Party Hat,BLU BNDN Shirt,SLVR Two Piece,Bubble,,,CLSD BLU-PURP,,Eye Patch,,,
964,CloneX #964,https://clonex-assets.rtfkt.com/images/964.png,https://clonex-assets.rtfkt.com/964,Robot,META LEOPARD TECH Cap,BLU ORNG BNDN Shirt,,Pilot Mask,MURAKAMI DRIP,MURAKAMI DRIP,,,,PTRA Earring,SPLASH,
945,CloneX #945,https://clonex-assets.rtfkt.com/images/945.png,https://clonex-assets.rtfkt.com/945,Robot,BLU Stylish,WHT Jellyfish Tee,,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,,,,,,
967,CloneX #967,https://clonex-assets.rtfkt.com/images/967.png,https://clonex-assets.rtfkt.com/967,Human,BLCK BRDZ,RTFKT CHROME Tee,,Angry,,,,STARVSN TAT,Cyber Eyes,,,
972,CloneX #972,https://clonex-assets.rtfkt.com/images/972.png,https://clonex-assets.rtfkt.com/972,Robot,PNK OCTOPUS,LIME GANG,BLCK-GLD ZK-BEADZ,RD DRGN Mask,MURAKAMI DRIP,MURAKAMI DRIP,,,,,,
954,CloneX #954,https://clonex-assets.rtfkt.com/images/954.png,https://clonex-assets.rtfkt.com/954,Angel,BLCK Stylish,BLCK PIN BKR JCKT,CYN CBLE,,,,,,,PTRA Earring,,
943,CloneX #943,,https://clonex-assets.rtfkt.com/943,,,,,,,,,,,,,
937,CloneX #937,https://clonex-assets.rtfkt.com/images/937.png,https://clonex-assets.rtfkt.com/937,Angel,RCSave Cap,IRI Tech JCKT,,,,,,Band-Aid,Drip Scouter,,,
934,CloneX #934,https://clonex-assets.rtfkt.com/images/934.png,https://clonex-assets.rtfkt.com/934,Demon,BLCK Spike,RTFKT CHROME Tee,RBY Two Piece,,DRK,DRK,,,,,,
933,CloneX #933,,https://clonex-assets.rtfkt.com/933,,,,,,,,,,,,,
938,CloneX #938,https://clonex-assets.rtfkt.com/images/938.png,https://clonex-assets.rtfkt.com/938,Alien,PNK Spiked,WHT PNK Fur Coat,,,,,,,,,All Seeing Eyes,
932,CloneX #932,https://clonex-assets.rtfkt.com/images/932.png,https://clonex-assets.rtfkt.com/932,Human,BLCK KO2 Tiara,PURP KBA JCKT,,Lollipop,MURAKAMI DRIP,MURAKAMI DRIP,GRN Breezy,WEBZ TAT,Cyber Eye Patch,,,
935,CloneX #935,https://clonex-assets.rtfkt.com/images/935.png,https://clonex-assets.rtfkt.com/935,Human,WHT Quiff,BLCK Jellyfish Tee,,,MURAKAMI DRIP,MURAKAMI DRIP,BLU-PURP,CLNX TAT,BILLIONAIRE,,,
942,CloneX #942,,https://clonex-assets.rtfkt.com/942,,,,,,,,,,,,,
939,CloneX #939,https://clonex-assets.rtfkt.com/images/939.png,https://clonex-assets.rtfkt.com/939,Human,GOAT HRNZ,NEON HOODIE,SLVR Two Piece,,,,BLU,,Cyber Bindi,,,
930,CloneX #930,https://clonex-assets.rtfkt.com/images/930.png,https://clonex-assets.rtfkt.com/930,Human,Brain Machine,Job Tee,PURP Two Piece,,,,GRN,,,,,
931,CloneX #931,https://clonex-assets.rtfkt.com/images/931.png,https://clonex-assets.rtfkt.com/931,Human,LLC Ponytail,BLU HAWAIIAN Shirt,KAWAII CHRM,,,,PNK-BLU,SAD TAT,,,,
940,CloneX #940,https://clonex-assets.rtfkt.com/images/940.png,https://clonex-assets.rtfkt.com/940,Human,RCSave Cap,YLLW BLW UP JCKT,GLD Two Piece,,,,YLLW,,,,,
936,CloneX #936,https://clonex-assets.rtfkt.com/images/936.png,https://clonex-assets.rtfkt.com/936,Robot,WHT 2 Horns,BLCK TCTL Vest,,,,,,,,,,
941,CloneX #941,https://clonex-assets.rtfkt.com/images/941.png,https://clonex-assets.rtfkt.com/941,Robot,BRWN 1 Horn,RD VARSITY JCKT,,GLD GRILLS,,,,,,,,
909,CloneX #909,https://clonex-assets.rtfkt.com/images/909.png,https://clonex-assets.rtfkt.com/909,Robot,BLCK Unkept,V6 WHT SKL GRL,KAWAII CHRM,ROBO,,,,,,,,
923,CloneX #923,https://clonex-assets.rtfkt.com/images/923.png,https://clonex-assets.rtfkt.com/923,Robot,BRWN Stylish,PNK BBL Vest,SLVR G-Link,,,,,,,,,
928,CloneX #928,https://clonex-assets.rtfkt.com/images/928.png,https://clonex-assets.rtfkt.com/928,Robot,GRN DRDZ,SPACE TRIP Tee,GLD G-Link,Pilot Mask,,,,,,,,
914,CloneX #914,https://clonex-assets.rtfkt.com/images/914.png,https://clonex-assets.rtfkt.com/914,Human,BLU Sound Wave,BLCK Tee,,Gas Mask,,,BRWN,SMLY TAT,,,,
915,CloneX #915,https://clonex-assets.rtfkt.com/images/915.png,https://clonex-assets.rtfkt.com/915,Human,GRN BNGS,WHT Utility Vest,,,,,YLLW,VSN TAT,,,,
920,CloneX #920,https://clonex-assets.rtfkt.com/images/920.png,https://clonex-assets.rtfkt.com/920,Human,PURP Curtains,BLCK TCTL Vest,PURP G-Link,,,,BLCK Surprised,,,,,
906,CloneX #906,https://clonex-assets.rtfkt.com/images/906.png,https://clonex-assets.rtfkt.com/906,Robot,BRWN 1 Horn,PURP KBA JCKT,,,,,,,,,,
913,CloneX #913,https://clonex-assets.rtfkt.com/images/913.png,https://clonex-assets.rtfkt.com/913,Demon,Bunny,V1 WHT SKL GRL,SPIKED CHKR,,,,,,,,Robotic Arms,
904,CloneX #904,https://clonex-assets.rtfkt.com/images/904.png,https://clonex-assets.rtfkt.com/904,Human,BRWN Long,BLCK BKR JCKT,,,,,BRWN,,,,,
918,CloneX #918,https://clonex-assets.rtfkt.com/images/918.png,https://clonex-assets.rtfkt.com/918,Human,WHT Quiff,JS Tee,SLVR CBLE,,,,BRWN,HRUS 333 TAT,Aviator,,,
912,CloneX #912,https://clonex-assets.rtfkt.com/images/912.png,https://clonex-assets.rtfkt.com/912,Demon,GRN Shape Up,PURP VARSITY JCKT,G-PDLCK,WZRD,,,,,,,,
905,CloneX #905,https://clonex-assets.rtfkt.com/images/905.png,https://clonex-assets.rtfkt.com/905,Robot,GRN BWLCUT,BLU ORNG BNDN Shirt,PURP Two Piece,,,,,,VSN Glasses,,,
911,CloneX #911,https://clonex-assets.rtfkt.com/images/911.png,https://clonex-assets.rtfkt.com/911,Robot,PURP Head Scarf,PNK ORNG Fur Coat,,,,,,,,,,
922,CloneX #922,https://clonex-assets.rtfkt.com/images/922.png,https://clonex-assets.rtfkt.com/922,Robot,BRWN Long,GM MONO HOODIE,KAWAII CHRM,,,,,,Assault Glasses,,,
921,CloneX #921,https://clonex-assets.rtfkt.com/images/921.png,https://clonex-assets.rtfkt.com/921,Human,BLU Long,BLU BLW UP JCKT,,,,,GRN,SWRD TAT,,,,
917,CloneX #917,https://clonex-assets.rtfkt.com/images/917.png,https://clonex-assets.rtfkt.com/917,Robot,BRWN 1 Horn,PNK HAWAIIAN Shirt,,WZRD,,,,,,,,
927,CloneX #927,https://clonex-assets.rtfkt.com/images/927.png,https://clonex-assets.rtfkt.com/927,Robot,PNK Ponytail,WHT PNK Fur Coat,,ROBO,,,,,Snow Storm,,,
925,CloneX #925,https://clonex-assets.rtfkt.com/images/925.png,https://clonex-assets.rtfkt.com/925,Reptile,BRAINZ,BLU Tech JCKT,,Bamboo,,,,,,,,
910,CloneX #910,,https://clonex-assets.rtfkt.com/910,,,,,,,,,,,,,
924,CloneX #924,https://clonex-assets.rtfkt.com/images/924.png,https://clonex-assets.rtfkt.com/924,Robot,PNK Pigtails,RCS Tee,,,,,,,,,,
926,CloneX #926,https://clonex-assets.rtfkt.com/images/926.png,https://clonex-assets.rtfkt.com/926,Robot,BLND Curtains,ORNG FRSH Shirt,RNBW G-Link,,,,,,,SLVR Round,Energy Wings,
916,CloneX #916,https://clonex-assets.rtfkt.com/images/916.png,https://clonex-assets.rtfkt.com/916,Murakami,DOB Hat,BLCK Future Dress,,,MURAKAMI DRIP,MURAKAMI DRIP,GRN Breezy,,,,,
908,CloneX #908,https://clonex-assets.rtfkt.com/images/908.png,https://clonex-assets.rtfkt.com/908,Human,GRN BWLCUT,BLU BLW UP JCKT,,,,,BLU-PURP,,3RD Eye,,,
919,CloneX #919,https://clonex-assets.rtfkt.com/images/919.png,https://clonex-assets.rtfkt.com/919,Demon,WHT Stylish,CAMO BBL Vest,G-PDLCK,,,,,,,,Robotic Arms,
907,CloneX #907,https://clonex-assets.rtfkt.com/images/907.png,https://clonex-assets.rtfkt.com/907,Robot,BLCK BWLCUT,BLU PURP BNDN Shirt,,Lollipop,,,,,Assault Glasses,,,
929,CloneX #929,https://clonex-assets.rtfkt.com/images/929.png,https://clonex-assets.rtfkt.com/929,Robot,Sound Wave,RCS Tee,RBY Two Piece,,,,,,,,,
903,CloneX #903,https://clonex-assets.rtfkt.com/images/903.png,https://clonex-assets.rtfkt.com/903,Human,BLND Long Split,BLCK VARSITY JCKT,Hi-TECH CBLE,GLD GRILLS,,,GRN,,3RD Eye,,,
877,CloneX #877,https://clonex-assets.rtfkt.com/images/877.png,https://clonex-assets.rtfkt.com/877,Human,YU-BLU,PNK BBL Vest,,,,,BLU,SAD TAT,,,,
852,CloneX #852,https://clonex-assets.rtfkt.com/images/852.png,https://clonex-assets.rtfkt.com/852,Robot,,HVY MTL HOODIE,,Mustache,,,,,,Cross Earring,,
892,CloneX #892,https://clonex-assets.rtfkt.com/images/892.png,https://clonex-assets.rtfkt.com/892,Robot,WHT 2 Horns,GM HOODIE,GLD Two Piece,Cigar,MK1,MK1,,,,,,
887,CloneX #887,https://clonex-assets.rtfkt.com/images/887.png,https://clonex-assets.rtfkt.com/887,Reptile,GOAT HRNZ,BLCK Tech JCKT,,,,,,,Cyber Eye Patch,,,
870,CloneX #870,https://clonex-assets.rtfkt.com/images/870.png,https://clonex-assets.rtfkt.com/870,Robot,Witch,BLU BLW UP JCKT,,,MK-BLCK,MK-BLCK,,,Drip Scouter,,,
895,CloneX #895,https://clonex-assets.rtfkt.com/images/895.png,https://clonex-assets.rtfkt.com/895,Human,BLU DRDZ,BLCK GM Tee,SLVR CBLE,,,,PNK-BLU,,Eye Patch,,,
879,CloneX #879,https://clonex-assets.rtfkt.com/images/879.png,https://clonex-assets.rtfkt.com/879,Human,BLND Hairclip,ORNG FRSH Shirt,SG-PDLCK,,,,BLU-PURP,369 TAT,Eye Patch,,,
867,CloneX #867,https://clonex-assets.rtfkt.com/images/867.png,https://clonex-assets.rtfkt.com/867,Human,BLCK Beanie,SD Tee,,1Tooth,,,YLLW,333 TAT,,,,
869,CloneX #869,https://clonex-assets.rtfkt.com/images/869.png,https://clonex-assets.rtfkt.com/869,Human,WHT Curtains,CAMO BBL Vest,IRI Blade CHKR,,,,BLU,,Snow Storm,,,
862,CloneX #862,https://clonex-assets.rtfkt.com/images/862.png,https://clonex-assets.rtfkt.com/862,Human,BLCK Soundwave,RCS Tee,SG-PDLCK,RNBW GRILLS,,,BRWN,369 VSN TAT,Snow Storm,,,
890,CloneX #890,https://clonex-assets.rtfkt.com/images/890.png,https://clonex-assets.rtfkt.com/890,Demon,BLCK Ponytail,STRIPE Tee,GPURP Two Piece,,ICE,ICE,BLU,,,,SPLASH,
894,CloneX #894,https://clonex-assets.rtfkt.com/images/894.png,https://clonex-assets.rtfkt.com/894,Robot,GRN Hacker,V2 BLCK SKL GRL,SLVR G-Link,,,,,,,SLVR STUD,,
889,CloneX #889,https://clonex-assets.rtfkt.com/images/889.png,https://clonex-assets.rtfkt.com/889,Angel,WHT Quiff,ORNG FRSH Shirt,,,,,,,BTC,,All Seeing Eyes,
866,CloneX #866,https://clonex-assets.rtfkt.com/images/866.png,https://clonex-assets.rtfkt.com/866,Robot,BLCK Curtains,BRWN Fur Coat,SLVR CBLE,,,,,,,,Robotic Arms,
853,CloneX #853,https://clonex-assets.rtfkt.com/images/853.png,https://clonex-assets.rtfkt.com/853,Robot,BLCK Unkept,RCS Tee,,,,,,,Drip Scouter,,,
878,CloneX #878,https://clonex-assets.rtfkt.com/images/878.png,https://clonex-assets.rtfkt.com/878,Robot,Fro,THRML PFA JCKT,CYN CBLE,,MK-BLCK,MK-BLCK,,,Kawaii Patch,,,
881,CloneX #881,https://clonex-assets.rtfkt.com/images/881.png,https://clonex-assets.rtfkt.com/881,Robot,NVY DRDZ,PNK Utility Vest,,,,,,,,,,
847,CloneX #847,https://clonex-assets.rtfkt.com/images/847.png,https://clonex-assets.rtfkt.com/847,Human,Fro,WHT KBA JCKT,,,STONED,STONED,BRWN,,,,,
873,CloneX #873,https://clonex-assets.rtfkt.com/images/873.png,https://clonex-assets.rtfkt.com/873,Human,LLC Ponytail,PURP CAMO PFA JCKT,,ROBO,,,PNK-BLU,,BILLIONAIRE,,,
882,CloneX #882,https://clonex-assets.rtfkt.com/images/882.png,https://clonex-assets.rtfkt.com/882,Human,BLU Curtains,PURP HiTECH Dress,,Angry,,,BRWN,,VSN Glasses,,,
902,CloneX #902,https://clonex-assets.rtfkt.com/images/902.png,https://clonex-assets.rtfkt.com/902,Human,GOAT HRNZ,ORNG FRSH Shirt,PURP ZK-BEADZ,SMILE,,,BLU,,Cyborg V1,,,
865,CloneX #865,https://clonex-assets.rtfkt.com/images/865.png,https://clonex-assets.rtfkt.com/865,Demon,GRN DRDZ,SD Tee,,WZRD,,,,,,,Sword,
900,CloneX #900,https://clonex-assets.rtfkt.com/images/900.png,https://clonex-assets.rtfkt.com/900,Human,WHT BWLCUT,BLCK Tee,,Angry,,,BLU,STARZ TAT,Glass X,,Sword Sheath,
901,CloneX #901,https://clonex-assets.rtfkt.com/images/901.png,https://clonex-assets.rtfkt.com/901,Demon,DAD Cap,JS HOODIE,SG-PDLCK,WZRD,DRK,DRK,,,,,,
875,CloneX #875,https://clonex-assets.rtfkt.com/images/875.png,https://clonex-assets.rtfkt.com/875,Human,WHT Stylish,WHT Utility Vest,GPURP Two Piece,,,,PNK,META TAT,,,,
863,CloneX #863,https://clonex-assets.rtfkt.com/images/863.png,https://clonex-assets.rtfkt.com/863,Human,BLCK Ponytailz,V1 BLCK SKL GRL,,,,,BLU-PURP,TRi HRUS TAT,Kawaii Patch,,,
880,CloneX #880,https://clonex-assets.rtfkt.com/images/880.png,https://clonex-assets.rtfkt.com/880,Human,GRN Hacker,,KAWAII CHRM,,,,BLCK Surprised,,,,,
899,CloneX #899,https://clonex-assets.rtfkt.com/images/899.png,https://clonex-assets.rtfkt.com/899,Robot,BLU Pigtails,BRWN TCTL Vest,,ROBO,,,,,,,,
896,CloneX #896,https://clonex-assets.rtfkt.com/images/896.png,https://clonex-assets.rtfkt.com/896,Human,RCSave Cap,BLU Tech JCKT,,RNBW GRILLS,GLD STONED,GLD STONED,BRWN,,,,,
850,CloneX #850,https://clonex-assets.rtfkt.com/images/850.png,https://clonex-assets.rtfkt.com/850,Human,BLND Quiff,FLOOR Tee,S-HIRE G-Link,RD DRGN Mask,,,BLU-PURP,369 VSN TAT,,,,
874,CloneX #874,https://clonex-assets.rtfkt.com/images/874.png,https://clonex-assets.rtfkt.com/874,Human,BLCK Shape Up,GRNDT Fur Coat,,SPIDERZ,,,BLU,,Eye Patch,,,
876,CloneX #876,https://clonex-assets.rtfkt.com/images/876.png,https://clonex-assets.rtfkt.com/876,Human,WHT BWLCUT,STRIPED POLO,,Gas Mask,,,BLCK Surprised,,,,,
857,CloneX #857,https://clonex-assets.rtfkt.com/images/857.png,https://clonex-assets.rtfkt.com/857,Human,BLCK BWLCUT,BLCK PIN BKR JCKT,WGLD Iced Cuban,,,,PNK-BLU,BIRTHMRK,Aviator,,,
855,CloneX #855,https://clonex-assets.rtfkt.com/images/855.png,https://clonex-assets.rtfkt.com/855,Human,GRN Stylish,BRED KBA JCKT,,,,,YLLW,Slash Scar,,,,
849,CloneX #849,https://clonex-assets.rtfkt.com/images/849.png,https://clonex-assets.rtfkt.com/849,Demon,CYBR DRDZ,SD Tee,CYN Two Piece,RNBW GRILLS,,,,,Snow Storm,,,
856,CloneX #856,https://clonex-assets.rtfkt.com/images/856.png,https://clonex-assets.rtfkt.com/856,Human,BLU MoHWK,GM MONO HOODIE,SLVR G-Link,,,,BLCK Surprised,,,,,
868,CloneX #868,https://clonex-assets.rtfkt.com/images/868.png,https://clonex-assets.rtfkt.com/868,Human,PNK OCTOPUS,GRN UNDRWRLD Uniform,,Bubblegum,MURAKAMI DRIP,MURAKAMI DRIP,PNK,333 TAT,3RD Eye,,BLCK UNDRWRLD WINGZ,
864,CloneX #864,https://clonex-assets.rtfkt.com/images/864.png,https://clonex-assets.rtfkt.com/864,Robot,BLCK BWLCUT,BLCK PIN BKR JCKT,RBY Two Piece,,,,,,,,,
886,CloneX #886,https://clonex-assets.rtfkt.com/images/886.png,https://clonex-assets.rtfkt.com/886,Human,BLCK Unkept,TRPPY HiTECH GOWN,,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,CLSD BRWN,369 TAT,,,,
893,CloneX #893,https://clonex-assets.rtfkt.com/images/893.png,https://clonex-assets.rtfkt.com/893,Demon,BLCK BRDZ,FLOOR Tee,,ROBO,,,,,,,,
872,CloneX #872,https://clonex-assets.rtfkt.com/images/872.png,https://clonex-assets.rtfkt.com/872,Demon,RD Braid,RFX Tee,,,DRK,DRK,,,Eye Patch,Neo Earrings,,
884,CloneX #884,https://clonex-assets.rtfkt.com/images/884.png,https://clonex-assets.rtfkt.com/884,Reptile,BLU OCTOPUS,MONO Fur Coat,KAWAII CHRM,,MURAKAMI DRIP,MURAKAMI DRIP,,,Cyber Bindi,,,
858,CloneX #858,https://clonex-assets.rtfkt.com/images/858.png,https://clonex-assets.rtfkt.com/858,Human,BLND Ponytail,JS HOODIE,,,,,BLCK Surprised,,Eye Patch,,,
891,CloneX #891,https://clonex-assets.rtfkt.com/images/891.png,https://clonex-assets.rtfkt.com/891,Robot,RCSave Cap,CLNX HOODIE,,,,,,,,,,
888,CloneX #888,https://clonex-assets.rtfkt.com/images/888.png,https://clonex-assets.rtfkt.com/888,Human,BRED Visor,STRIPE Tee,S-HIRE G-Link,,,,PNK-BLU,,,,,
861,CloneX #861,https://clonex-assets.rtfkt.com/images/861.png,https://clonex-assets.rtfkt.com/861,Demon,DOB Hat,WHT Jellyfish Tee,,,MURAKAMI DRIP,MURAKAMI DRIP,RNBW,,,,,
860,CloneX #860,https://clonex-assets.rtfkt.com/images/860.png,https://clonex-assets.rtfkt.com/860,Human,BLU KO2 Tiara,CLNX HOODIE,,,MURAKAMI DRIP,MURAKAMI DRIP,RNBW,11-11 TAT,,,,
848,CloneX #848,https://clonex-assets.rtfkt.com/images/848.png,https://clonex-assets.rtfkt.com/848,Human,,STRIPE Tee,GLD G-Link,WZRD,,,PURP,,,,,
854,CloneX #854,https://clonex-assets.rtfkt.com/images/854.png,https://clonex-assets.rtfkt.com/854,Robot,PIRATE,STRIPE Tee,Hi-TECH CBLE,,MK1,MK1,,,,,,
859,CloneX #859,https://clonex-assets.rtfkt.com/images/859.png,https://clonex-assets.rtfkt.com/859,Human,BLND BWLCUT,JELLYFISH BLW UP JCKT,,Tan Tan Bo,MURAKAMI DRIP,MURAKAMI DRIP,RNBW,SKULL WEBZ TAT,,,,
871,CloneX #871,https://clonex-assets.rtfkt.com/images/871.png,https://clonex-assets.rtfkt.com/871,Robot,PURP BRDZ,MONO Tee,,ROBO,,,,,,,,
883,CloneX #883,https://clonex-assets.rtfkt.com/images/883.png,https://clonex-assets.rtfkt.com/883,Human,WHT Unkept,BLCK BKR JCKT,Hi-TECH CBLE,,,,PURP,,,,,
897,CloneX #897,https://clonex-assets.rtfkt.com/images/897.png,https://clonex-assets.rtfkt.com/897,Human,BLU Head Scarf,V1 BLCK SKL GRL,MRBLE G-Link,,,,,WARNING TAT,Cyber Eyes,,,
885,CloneX #885,https://clonex-assets.rtfkt.com/images/885.png,https://clonex-assets.rtfkt.com/885,Reptile,BLCK Ponytailz,MONO Tee,,,ORNG,ORNG,,,Cyborg V1,,,
898,CloneX #898,,https://clonex-assets.rtfkt.com/898,,,,,,,,,,,,,
851,CloneX #851,https://clonex-assets.rtfkt.com/images/851.png,https://clonex-assets.rtfkt.com/851,Robot,BLND Quiff,SPACE TRIP Tee,,,,,,,,,All Seeing Eyes,
833,CloneX #833,https://clonex-assets.rtfkt.com/images/833.png,https://clonex-assets.rtfkt.com/833,Human,BLCK Stylish,,,,MURAKAMI DRIP,MURAKAMI DRIP,SPINNING,,,,,
841,CloneX #841,https://clonex-assets.rtfkt.com/images/841.png,https://clonex-assets.rtfkt.com/841,Human,BLCK BWLCUT,GRDNT PFA JCKT,,SFTY Mask,,,PNK,,Cyborg V2,,,
844,CloneX #844,https://clonex-assets.rtfkt.com/images/844.png,https://clonex-assets.rtfkt.com/844,Robot,Flower Hat,WHT PNK Fur Coat,,,MURAKAMI DRIP,MURAKAMI DRIP,,,,,,
816,CloneX #816,https://clonex-assets.rtfkt.com/images/816.png,https://clonex-assets.rtfkt.com/816,Robot,PNK Beret Braids,RFX Tee,CHRM,,,,,,BILLIONAIRE,,,
818,CloneX #818,https://clonex-assets.rtfkt.com/images/818.png,https://clonex-assets.rtfkt.com/818,Human,BLCK Spike,PURP KBA JCKT,,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,WIDE-OPEN,,,,,
836,CloneX #836,https://clonex-assets.rtfkt.com/images/836.png,https://clonex-assets.rtfkt.com/836,Human,BLU Braid,V1 BLU SKL GRL,,,,,PNK-BLU,,,,,
837,CloneX #837,https://clonex-assets.rtfkt.com/images/837.png,https://clonex-assets.rtfkt.com/837,Angel,Cowboy,PNK Utility Vest,,,,,,,ZK VR,VVS STUD,,
831,CloneX #831,https://clonex-assets.rtfkt.com/images/831.png,https://clonex-assets.rtfkt.com/831,Human,PURP BRDZ,BLCK Tee,,,,,YLLW,,,,,
821,CloneX #821,https://clonex-assets.rtfkt.com/images/821.png,https://clonex-assets.rtfkt.com/821,Human,BLCK Curtains,BRWN Fur Coat,RNBW G-Link,Alien,,,BRWN,,,,,
824,CloneX #824,https://clonex-assets.rtfkt.com/images/824.png,https://clonex-assets.rtfkt.com/824,Robot,Fro,BLU HAWAIIAN Shirt,,,,,,,,,,
800,CloneX #800,https://clonex-assets.rtfkt.com/images/800.png,https://clonex-assets.rtfkt.com/800,Human,BLND BWLCUT,SPACE TRIP Tee,,,,,BLU,Slash Scar,Aviator,,,
789,CloneX #789,https://clonex-assets.rtfkt.com/images/789.png,https://clonex-assets.rtfkt.com/789,Human,GRY KO2 Tiara,GRY UNDRWRLD Uniform,RNBW G-Link,SMILEY RNBW,MURAKAMI DRIP,MURAKAMI DRIP,CLSD GRN Breezy,TRi TAT,,,,
793,CloneX #793,https://clonex-assets.rtfkt.com/images/793.png,https://clonex-assets.rtfkt.com/793,Human,GRN DRDZ,BLCK Tech JCKT,,TRIP,,,BLU,,Snow Storm,,,
807,CloneX #807,https://clonex-assets.rtfkt.com/images/807.png,https://clonex-assets.rtfkt.com/807,Human,BLCK Curtains,888 POLO,,SMILE,,,YLLW,369 VSN TAT,Cyber Eye Patch,PTRA Earring,,
811,CloneX #811,https://clonex-assets.rtfkt.com/images/811.png,https://clonex-assets.rtfkt.com/811,Human,BLU Braid,RD BBL Vest,,,,,BLU,11-11 TAT,,,,
790,CloneX #790,https://clonex-assets.rtfkt.com/images/790.png,https://clonex-assets.rtfkt.com/790,Human,PURP Shape Up,BLCK GM Tee,ICED G-Link,Bamboo,,,PNK-BLU,,BTC,,,
802,CloneX #802,https://clonex-assets.rtfkt.com/images/802.png,https://clonex-assets.rtfkt.com/802,Angel,YU-BRED,PNK HAWAIIAN Shirt,,,,,,,,,,
822,CloneX #822,https://clonex-assets.rtfkt.com/images/822.png,https://clonex-assets.rtfkt.com/822,Human,LoneSome Cowboy,WHT Jellyfish Tee,,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,WIDE-OPEN,,,,Diety Arms,
839,CloneX #839,https://clonex-assets.rtfkt.com/images/839.png,https://clonex-assets.rtfkt.com/839,Robot,WHT 2 Horns,HVY MTL HOODIE,,Gas Mask,MK-BLCK,MK-BLCK,,,,,,
827,CloneX #827,https://clonex-assets.rtfkt.com/images/827.png,https://clonex-assets.rtfkt.com/827,Human,WHT BWLCUT,888 POLO,,,,,CLSD GRN,,,,All Seeing Eyes,
829,CloneX #829,https://clonex-assets.rtfkt.com/images/829.png,https://clonex-assets.rtfkt.com/829,Human,BLCK Curtains,28 JCKT,GPURP Two Piece,,,,PURP,Band-Aid,,,Energy Wings,
805,CloneX #805,https://clonex-assets.rtfkt.com/images/805.png,https://clonex-assets.rtfkt.com/805,Robot,WHT BWLCUT,RTFKT X TM RNBW FLOWER,,,MURAKAMI DRIP,MURAKAMI DRIP,,,BTC,,,
795,CloneX #795,https://clonex-assets.rtfkt.com/images/795.png,https://clonex-assets.rtfkt.com/795,Human,WHT Ponytail,BLU BNDN Shirt,RBY Two Piece,,,,GRN,,,,,
803,CloneX #803,https://clonex-assets.rtfkt.com/images/803.png,https://clonex-assets.rtfkt.com/803,Human,BLCK Beanie,RD BBL Vest,,SMILE,,,PNK,,,Cross Earring,,
843,CloneX #843,https://clonex-assets.rtfkt.com/images/843.png,https://clonex-assets.rtfkt.com/843,Human,BRWN 1 Horn,WHT KBA JCKT,,Tan Tan Bo,MURAKAMI DRIP,MURAKAMI DRIP,GRN Breezy,11-11 TAT,DRIP VISION,,,
